"MessageID","MessageString","Severity"
"10062","The program for deployment ""%1 has failed because download of the content ""%4"" - ""%2"" has failed. Possible cause: The content can not be found on the network, or the content could not be accessed, or the deployment may have been marked not to run program when no local Distribution Point is available and this client is in remote boundaries of the site. Solution: Check to ensure this content has been made available on a distribution point. Check to ensure the access control list allows this program to be accessed. Check to make sure that the file system path for the content, including the path to the cache directory, is not greater than 255 characters. This operation will be retried. If this client is expected to stay in remote roaming boundaries then change the deployment to allow running program from remote Distribution Point or distribute the content to a distribution point within the boundaries of the client if you want to use the option Run program from distribution point.","Warning"
"10072","The program for deployment ""%1"" failed (""%4"" - ""%5""). A failure exit code of %2 was returned.User context: %9Possible cause: Configuration Manager determines status for each program it executes. If Configuration Manager cannot find or correlate any installation status Management Information Format (MIF) files for the program, it uses the program's exit code to determine status. An exit code of %2 is considered a failure.Solution: For more information on the exit code, refer to the documentation for the program you are distributing. This program will be retried.","Warning"
"10091","The Windows Installer source paths on this computer failed to update. The failure was caused by error . The update will be retried.","Warning"
"10093","The Windows Installer source paths on this computer failed to update. The client was unable to determine the correct locations for the Windows Installer program. Possible causes: The computer is unable to contact a Management Point to locate the program content; the content location request to the Management Point timed out. Solutions: Wait until the computer is connected to the network and able to contact the Management Point. The update will be retried.","Warning"
"10504","Hardware Inventory Agent has insufficient virtual memory or disk space to proceed. The inventory cycle will be delayed by as much as 8 hours.Possible cause: The Hardware Inventory Agent requires at least 3 MB of virtual memory and 500 KB of disk space to begin the inventory cycle.Solution: Add additional memory or disk space to the client.","Warning"
"10508","Hardware Inventory Agent cannot process Management Information Format (MIF) file ""%1"" and has moved it to ""%2"".Possible cause: This MIF file exceeds the maximum third-party MIF size.Solution: The maximum MIF file size is configurable and is provided to allow greater control over third-party MIF files. Decrease the size of your MIF file.","Warning"
"10601","Software Inventory Agent has insufficient virtual memory or disk space to proceed. The inventory cycle will be delayed by as much as 8 hours.Possible cause: The Software Inventory Agent requires at least 3 MB of virtual memory and 10 MB of disk space to begin the inventory cycle.Solution: Add additional memory or disk space to the client.","Warning"
"10602","Software Inventory Agent could not collect one or more files.Possible cause: Software Inventory Agent needs to make a copy of each collected file before the files can be collected. There is insufficient disk space to allow this second copy to be made. As a result, some files that match the file collection criteria might not be collected on this inventory cycle. Either this client has insufficient disk space, or the file collection criteria specifies the collection of too many files.Solution: Increase disk space on the client, or specify that fewer files be collected.","Warning"
"10603","Software Inventory Agent was unable to collect one or more files because the maximum size for collected files of %1 MB has been reached.Possible cause: Software Inventory Agent is limited in the total collected file size. This limit has been reached. As a result, some files that match the file collection criteria might not be collected on this inventory cycle.Solution: Use the ""Do not collect files if the file size total exceeds (MB)"" option on the File Collection property of the Software Inventory Client Settings in the Configuration Manager console.","Warning"
"10604","Software Inventory Agent raised an exception while attempting to extract file version information from file ""%1"".Possible cause: The exception was non-fatal, and the agent will continue processing. The file that caused the exception may be corrupt.Solution: Remove the file from this client to prevent further problems.","Warning"
"10651","The agent has not collected files matching the file name ""%1"" or the path ""%2"" from this computer because the files exceed the maximum size limit of %3 KB.  You may need to reconfigure the maximum size limit to allow file collection at the next scheduled agent interval.","Warning"
"10702","The agent encountered an error while querying WMI to collect data from this computer.  The first query to fail was ""%1"".","Warning"
"10805","The ConfigMgr Client has determined that its policy is incorrect. A full policy update will be requested to correct the issue. For more information see PolicyAgent.log on the client machine.","Warning"
"10806","An attempt to assign the ConfigMgr client to site ""%1"" failed. The site code could not be verified.","Warning"
"10810","The SMS Service Host (CCMEXEC) has entered Low Memory Mode.  The machine has %2 meg(s) available RAM + pagefile, which falls below the threshold of %1 meg(s).  Some functionality will be disabled until more memory becomes available.","Warning"
"10820","The ConfigMgr Client encounted an SSL-related failure (%1) when using BITS to access location %2.","Warning"
"10902","Software Metering Agent failed to upload %1 usage data file, error code %2. The agent will retry later to upload this file.","Warning"
"10904","Software Metering Agent failed to download %1 rule file, error code %2. The agent will retry later to download this file.","Warning"
"11033","Download aborted due to poor connectivity.","Warning"
"11125","The task sequence execution engine ignored execution failure in the group (%3).","Warning"
"11138","The task sequence execution engine ignored execution failure of the action (%2) in the group (%3).","Warning"
"11250","Software updates evaluation was ended due to a scheduled installation window violation (installation started too early.)Solution: Do nothing. The Software Updates Installation Agent will try again at the next deployment recurrence.","Warning"
"11251","Software updates evaluation was ended due to a scheduled installation window violation (installation started too late.)Solution: Do nothing. The Software Updates Installation Agent will try again at the next deployment recurrence.","Warning"
"11256","Software update installation failed: the scheduled installation window expired while software update installation was not complete.Possible cause: The scheduled installation window is not long enough.Solution:  Verify that the specified scheduled installation window is long enough to accommodate the run times of all required updates in the package.","Warning"
"11303","The software update installation did not complete within the allocated time and was stopped by the agent.Possible cause: The Software Update Installation Agent timeout settings for this package/program do not allow sufficient time for the installation.Solution: Check the command-line settings for the program and ensure that the timeout setting (/t) is sufficient.Details: ID = %1, QNumbers = %2, Product = %3, Title = %4, Locale = %5, Executable = %6","Warning"
"11426","Software Updates Scan Agent completed the scan successfully. However, scan reported error(s) %2 that might result in some updates not being detected as required or installed. Refer to the product documentation to see how these errors affect your enterprise and what steps you can take to correct possible configuration issues.","Warning"
"11510","Device client installation completed successfully. Certificate installation and/or enrollment failed. Check DmInstaller.log on the Device Client for detailed error information.","Warning"
"11511","Device client upgrade completed successfully. Certificate installation and/or enrollment failed. Check DmInstaller.log on the Device Client for detailed error information.","Warning"
"11512","Installed device client state verified and settings enforced. Certificate installation and/or enrollment failed. Check DmInstaller.log on the Device Client for detailed error information.","Warning"
"11856","Baseline content %4 (%3), version %5 which was previously compliant, had no prior discovery information, or a different non-compliance severity is now non-compliant with 'Warning' severity","Warning"
"11910","The execution policy for running the powershell script is specified not to verify the signature of the scripts. This is unsafe and can potentially risk running malicious scripts.","Warning"
"505","Server %1 is unreachable or down.%2","Error"
"530","Could not open file ""%1"" for reading.%2","Error"
"531","Could not open file ""%1"" for reading and writing.%2","Error"
"532","Could not read from file ""%1"".%2","Error"
"533","Could not write to file ""%1"".%2","Error"
"534","Could not copy file ""%1"" to ""%2"".","Error"
"535","Could not move file ""%1"" to ""%2"".","Error"
"536","Could not delete file ""%1"".%2","Error"
"537","Could not lock file ""%1"".%2","Error"
"538","Could not create directory ""%1"".%2","Error"
"539","Could not remove directory ""%1"".%2","Error"
"540","Could not set the current directory for this process to ""%1"".%2","Error"
"541","Could not open a change notification handle for directory ""%1"".%2","Error"
"542","Could not wait on a change notification handle for directory ""%1"".%2","Error"
"545","Could not read site control file ""%1"".%2","Error"
"546","Could not parse site control file ""%1"", the file contains a syntax error or it is improperly formatted or corrupt.%2","Error"
"547","Could not parse site control file ""%1"", the file does not contain an end-of-file (EOF) marker.%2","Error"
"548","Site control file ""%1"" does not contain a ""File Definition"" item.%2","Error"
"549","Could not write delta site control file ""%1"".%2","Error"
"551","Could not read installation map ""%1"".%2","Error"
"552","Could not parse installation map ""%1"", the file contains a syntax error or it is improperly formatted or corrupt.%2","Error"
"575","Could not connect to registry hive %1 on computer %2.","Error"
"576","Could not open registry key ""%1"" on computer %2 for reading.","Error"
"577","Could not create or open registry key ""%1"" on computer %2 for reading and writing.","Error"
"578","Could not read registry key ""%1"" on computer %2.","Error"
"579","Could not write registry key ""%1"" on computer %2.","Error"
"580","Could not delete the registry key ""%1"" on computer %2.","Error"
"581","Could not enumerate the subkeys of the registry key ""%1"" on computer %2.","Error"
"582","Could not open a change notification handle for registry key ""%1"" on computer %2.","Error"
"583","The registry key ""%1"" on computer %2 is missing a required subkey or value, or contains one or more values that contain invalid data.","Error"
"584","Could not read the registry value ""%1"" on computer %2.","Error"
"585","Could not write the registry value ""%1"" on computer %2.","Error"
"586","Could not delete the registry value ""%1"" on computer %2.","Error"
"587","Could not enumerate the values of the registry key ""%1"" on computer %2.","Error"
"588","The registry value ""%1"" on computer %2 contains invalid data.","Error"
"599","SQL Login data is incomplete.%1%2","Error"
"600","Failed to get a SQL Server connection.  Either the SQL Server is not running,or all connections have been used.%1%2","Error"
"601","Failed to execute SQL command: ""%1"".  Check messages from SQL Server.%2","Error"
"602","The following SQL operation has timed out: ""%1"".%2","Error"
"603","Failed to get new table name.%1%2","Error"
"604","Failed to create table ""%1"".%2","Error"
"605","Failed to rename table ""%1"" to ""%2"".","Error"
"606","Failed to add columns to table ""%1"".","Error"
"607","Failed to drop table ""%1"".%2","Error"
"608","Failed to create index ""%1"" on table ""%2"".","Error"
"609","Failed to create procedure ""%1"".%2","Error"
"610","Failed to create view ""%1"".%2","Error"
"611","Failed to create trigger ""%1"".%2","Error"
"612","Failed to drop procedure ""%1"".%2","Error"
"613","Failed to drop view ""%1"".%2","Error"
"614","Failed to drop trigger ""%1"".%2","Error"
"617","Microsoft SQL Server reported SQL error %1, severity %2: %3Please refer to your ConfigMgr Documentation, SQL Server Documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Error"
"620","Microsoft SQL Server reported SQL message %1, severity %2: %3Please refer to your ConfigMgr Documentation, SQL Server Documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Error"
"653","Still waiting for the ""%1"" inbox to be defined.%2","Error"
"654","Still waiting for SMS_INBOX_MANAGER to create the ""%1"" inbox.%2","Error"
"655","Could not connect to the ""%1"" inbox source on computer %2.","Error"
"656","Could not create the ""%1"" inbox definition.  (Could not insert the inbox definition into the ""%2"" inbox source on computer %3.)%4%5%6%7%8%9%10","Error"
"657","Could not create an inbox rule to copy ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"658","Could not create an inbox rule to copy ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"659","Could not create an inbox rule to move ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"660","Could not create an inbox rule to move ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"661","Could not create an inbox rule to mirror ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"662","Could not create an inbox rule to mirror ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.  (Could not insert the inbox rule into the ""%4"" inbox source on computer %5.)%6%7%8%9%10","Error"
"667","Could not instruct SMS_REPLICATION_MANAGER to replicate file ""%1"" to the ""%2"" inbox at site %3.%4%5%6%7%8%9%10","Error"
"669","The component raised an exception but failed to handle it and will be stopped immediately.Component name: %1Executable: %2Process ID: %3Thread ID: %4Instruction address: %5Exception code: %6Client version: %8Additional information: %7%9%10","Error"
"10001","A data integrity error was detected for package ""%1"" (%2%1.pkg).Possible cause: The package content is missing, corrupt, or lacking data. Deployments for the package's programs will not be run or displayed to users until the file can be read successfully.Solution: Redeploy content to the distribution points.","Error"
"10003","An error occurred while preparing to run the program for deployment ""%1"" (""%4"" - ""%5"").Additional program properties:Command line: %2Working directory: %3Drive letter (? = any): %6Possible cause: This message most commonly occurs when the program's command-line executable file could not be found or when a required drive letter connection to a distribution point could not be established.Solution: Check each of the items listed above.","Error"
"10004","The program for deployment ""%1"" could not be executed (""%4"" - ""%5"").Additional program properties:Command line: %2Working directory: %3The command line for the program cannot be executed successfully.Possible cause: This error can be caused by an invalid executable file specified in the command line (such as an X64-based executable file on an x86-based computer) or by a corrupt executable file. This error can also be caused if the program is executed from a remote session.Solution: Make sure that the executable file specified in the program's command line is valid for the computer it is attempting to run on. Also, manually verify that the specified command line can be executed from within the original content source directory. If necessary, modify the program properties, the content source files, or both. If changes to the content source files are required, update all of the content's distribution points with the new version of the content source files before retrying execution on the client.","Error"
"10006","The program for deployment ""%1"" failed (""%4"" - ""%5""). A failure exit code of %2 was returned.User context: %9Possible cause: Configuration Manager determines status for each program it executes. If Configuration Manager cannot find or correlate any installation status Management Information Format (MIF) files for the program, it uses the program's exit code to determine status. An exit code of %2 is considered a failure.Solution: For more information on the exit code, refer to the documentation for the program you are distributing.","Error"
"10007","The program for deployment ""%1"" failed (""%4"" - ""%5""). The failure description was ""%3%7%8%9"". User context: %2Possible cause: The program generated an installation status Management Information Format (MIF) file with a status value of Failed.Solution: For more information about the failure, refer to the documentation for the program you are distributing.","Error"
"10010","An error occurred while preparing to run the uninstall program for deployment ""%1"" (""%4"" - ""%5"").Additional program properties:Command line: %2Working directory: %3Drive letter (? = any): %6Possible cause: Client is unable to find the uninstall command line executable file specified in the program's uninstall registry key.Solution: Verify that the uninstall command registered by the program's setup routines is valid for the client.","Error"
"10021","The program for deployment ""%1"" failed (""%4"" - ""%5""). The program was able to be executed but the system was restarted unexpectedly before the program could be completed or before status could be recorded. No installation status MIF was found after the system restarted.Possible cause: The program performs a restart of the client computer when it completes, but the 'After running' setting in the program's properties is not set to Program restarts computer, or the client machine was restarted while the program was running.Solution: Verify the above. If the program does a restart when it completes, even if it only requires a restart in some cases, modify the program's properties and set 'After running' to 'Program restarts computer'.","Error"
"10025","Download of the content ""%4"" - ""%2"" has failed..Possible cause: The content can not be found on the network, or the content could not be accessed. Solution: Check to ensure this content has been made available on a distribution point. Check to ensure the access control list allows this program to be accessed. Check to make sure that the file system path for the content, including the path to the cache directory, is not greater than 255 characters.","Error"
"10030","Download of the content ""%4"" - ""%2"" has failed. The download failed because the content downloaded to the client does not match the content specified in the source. Possible causes: The content on the distribution point has been manually modified, or a local administrator on the computer has modified the content in the computer's hash. Solution: Refresh the content on the distribution point and retry the download.","Error"
"10050","The program for the deployment ""%1"" (""%4"" - ""%5"") requires content to be downloaded, but the total cache size is smaller than the size of the content.The current cache size is %8 MB, and %7 MB of cache space is available. This program requires %6 MB to be available in the cache.Solution: Increase the size of the cache.","Error"
"10051","The content for ""%4"" - ""%2"" could not be located. This client will no longer attempt to locate this content. Possible cause: The content source might not be available on any distribution servers, or the deployment may have been marked not to run program when no local Distribution Point is available and this client is in remote boundaries of the site. Solution: If this client is expected to stay in remote boundaries then change the deployment to allow running program from remote Distribution Point or distribute the content to a distribution point within the boundaries of the client.","Error"
"10052","The program for the deployment ""%1"" (""%4"" - ""%5"") could not be run because the policy contains an invalid combination of requirements: %2.Possible cause: The program is set to run when no user is logged on, but is being deployed to a user.Solution: Examine the properties of the program to resolve the conflicting requirements.Possible cause: The program is set to require user input, but does not require that a user be logged on in order to run.Solution: Examine the properties of the program to resolve the conflicting requirements.Possible cause: The program requires content download, but no supported hash is available because the package was previously created by a version of Configuration Manager that did not support the required hash algorithms.Solution: Perform a package update to recalculate the hash and send policy to clients with the updated hash value.","Error"
"10053","The program for deployment ""%1 has failed because download of the content ""%4"" - ""%2"" has failed. Possible cause: The content can not be found on the network, or the content could not be accessed, or the deployment may have been marked not to run program when no local Distribution Point is available and this client is in remote boundaries of the site. Solution: Check to ensure this content has been made available on a distribution point. Check to ensure the access control list allows this program to be accessed. Check to make sure that the file system path for the content, including the path to the cache directory, is not greater than 255 characters. If this client is expected to stay in remote boundaries then change the deployment to allow running program from remote Distribution Point.","Error"
"10054","The program for the deployment ""%1"" (""%4"" - ""%5"") requires content to be downloaded, but the cache does not have enough space.The current cache size is %8 MB, of which %7 MB is available. The current amount of free disk space on the cache volume is %9 MB. This program requires %6 MB to be available in the cache.Solution: Increase the size of the cache, or remove other content from the cache, or increase the amount of free disk space. This program will not be retried.","Error"
"10057","The program for deployment ""%1 has failed because download of the content ""%4"" - ""%5"" has failed. The download failed because the content downloaded to the client does not match the content specified in the content source. Possible causes: The content on the distribution point has been manually modified, or a local administrator on the computer has modified the content in the computer's hash. Solution: Refresh the content on the distribution point and retry the download.","Error"
"10058","The program for deployment ""%1 has failed because download of the content ""%4"" - ""%2"" has failed. Possible cause: The content can not be found on the network, or the content could not be accessed, or the deployment may have been marked not to run program when no local Distribution Point is available and this client is in remote boundaries of the site. Solution: Check to ensure this content has been made available on a distribution point. Check to ensure the access control list allows this program to be accessed. Check to make sure that the file system path for the content, including the path to the cache directory, is not greater than 255 characters. If this client is expected to stay in remote roaming boundaries then change the deployment to allow running program from remote Distribution Point or distribute the content to a distribution point within the boundaries of the client if you want to use the option Run program from distribution point.","Error"
"10070","The program for deployment ""%1"" (""%4"" - ""%5"") exceeded the maximum allowed run time of %2 minute(s). Configuration Manager has stopped monitoring the program, and is unable to determine the status of the program. ConfigMgr will not automatically attempt to run this program again.Possible causes: The program might have taken longer to run than expected, or the program might have experienced problems while running.Possible solution: Make sure the maximum allowed run time specified for the program allows enough time for the program to finish running. If the program requires user input, ensure the program properties allow the user to interact with the program.","Error"
"10071","The program for deployment ""%1"" (""%4"" - ""%5"") could not be monitored. Configuration Manager has assumed this program failed and will attempt to run the program again. Possible cause: There is not enough memory available on the client to monitor this program.","Error"
"10074","The program for deployment ""%1"" failed (""%4"" - ""%5""). There is no maintenance window with a duration at least as large as the program's defined maximum runtime. Consequently, the program may never run on the client.Possible Cause: The duration for the maintenance window is shorter than the maximum runtime specified for this program.Solution: modify the duration of the maintenance window or add another maintenance window that is long enough in duration to accomodate the maximum runtime of this program.Possible Cause:There is only one maintenance window defined for this computer, and it is a one-time maintenance window that occurs in the past.Solution: You can delete the maintenance window if it is no longer applicable, or you can disable the maintenance window.  You can also add another maintenance window for this computer, and allow the program to run according to the new maintenance window schedule.Possible Cause: The deployment is not set to override maintenance window.Solution: Update the deployment to override maintenance windows.  Note: setting the override flag will cause the system to install the program at the mandatory assignment scheduled time and may cause the system to restart if required.","Error"
"10078","The deployment ""%1"" (""%4"" - ""%5"") failed to locate the package content on a distribution point that is not on the internet. The system is internet based and was unable to locate an intranet based distribution point before the retry limit was reached.","Error"
"10079","A restart is pending for a deployment.  There is no maintenance window available for this computer that will allow the restart to occur.  Possible cause: the duration of the reboot countdown is longer than the duration of any maintenance windows defined for this computer.  Solution:  Increase the duration of the maintenance window available to this computer, add another maintenance window for that exceeds the duration of the restart countdown notfication length or reduce the duration of the restart countdown notification.","Error"
"10080","The program for deployment ""%1"" failed (""%4"" - ""%5""). Operating System Deployment task sequences cannot run when the computer is on the Internet.","Error"
"10081","The client failed to verify the BranchCache contentinfo file for content %1, downloaded from the server ""%2"". The error return was %3. Try redistributing the content to this server to resolve this issue.","Error"
"10092","The Windows Installer source paths on this computer failed to update. The failure was caused by error . The update will not be retried.","Error"
"10094","The Windows Installer source paths on this computer failed to update. The client was unable to determine the correct locations for the Windows Installer program. Possible causes: The computer is unable to contact a Management Point to locate the program content; the content location request to the Management Point timed out. Solutions: Wait until the computer is connected to the network and able to contact the Management Point. The update will not be retried.","Error"
"10501","Hardware Inventory Agent cannot connect to the Common Information Model Object Manager (CIM Object Manager).Possible cause: Windows Management Instrumentation (Winmgmt) may not be running properly on the client.Solution: Verify that the WinMgmt service is installed and running on the client.","Error"
"10502","Hardware Inventory Agent cannot open the ""%1"" namespace.Possible cause: Windows Management Instrumentation (Winmgmt) might not be running properly on the client.Solution: Verify that the WinMgmt service is installed and running on the client.","Error"
"10503","The ""%1"" namespace has been removed or has become corrupted.Possible cause: The Hardware Inventory Agent cannot continue to function in this state and might need to be reinstalled.Solution: Reinstall the Hardware Inventory Agent on this client.","Error"
"10506","Hardware Inventory Agent cannot update the Hardware Inventory Schema.Possible cause: The Hardware Inventory Agent cannot compile either the new Managed Object Format (MOF) file from site ""%1"" or the default MOF file. The agent cannot continue to function in this state. A request to verify the installation of the agent has been issued.Solution: Reinstall the Hardware Inventory Agent.","Error"
"10507","SMS Hardware Inventory Agent cannot update the SMS Hardware Inventory Schema. The new Managed Object Format (MOF) file from site ""%1"" cannot be compiled. The agent will continue attempting to recompile this MOF file and will use the default file sms_def.mof until it is successful.Possible cause: If the file sms_def.mof was updated to change the SMS Inventory Schema, a syntax error might have been introduced.Solution: Verify the syntax of the MOF file by using Mofcomp tool with the -check flag parameter enabled.","Error"
"10508","Hardware Inventory Agent cannot process Management Information Format (MIF) file ""%1"" and has moved it to ""%2"".Possible cause: This MIF file exceeds the maximum third-party MIF size.Solution: The maximum MIF file size is configurable and is provided to allow greater control over third-party MIF files. Decrease the size of your MIF file.","Error"
"10509","Hardware Inventory Agent cannot process Management Information Format (MIF) file ""%1"" and has moved it to ""%2"".Possible cause: There might be an error in the MIF file.Solution: During parsing, the following error was reported - ""%3"". Fix the error on the reported line.","Error"
"10510","Hardware Inventory Agent cannot process Management Information Format (MIF) file ""%1"" and has moved it to ""%2"".Possible cause: This MIF file is attempting to update the ""System"" or ""Personal Computer"" architectures, which are restricted to SMS. For security reasons, third-party MIF files are not permitted to update the ""System"" or ""Personal Computer"" architectures.Solution: Reconfigure the MIF file so that it will not attempt to update the ""System"" or ""Personal Computer"" architectures.","Error"
"10511","Hardware Inventory Agent is unable to locate the Windows Management Instrumentation (WinMgmt) service.Solution: Verify that the WinMgmt service is installed and running on the client.","Error"
"10703","The agent encountered an error while collecting data from this computer.","Error"
"10704","The agent encountered an error while generating the inventory report (%1) for this computer.","Error"
"10803","The client failed to download policy. The data transfer service returned ""%2"" (%1).","Error"
"10808","The client failed to compile one or more policies. For more information see PolicyAgentEvaluator.log on the client machine.Policy ID:%1Policy Version:%2Policy Source:%3Error:%4Object:%5Lines:%6 - %7","Error"
"10812","The SMS Service Host (CCMEXEC) was unable to update certificate information in the Active Directory.","Error"
"10815","The SMS Service Host (CCMEXEC) encountered a failure (%1) when performing Certificate operations.Possible cause: The ACLs on the Certificate store are incorrect.Solution: Verify that the ACLs on the Certificate store are correct. If not, fix the ACLs appropriately.Possible cause: Encryption is not supported on this version of the Operating System.Solution: Refer to the product documentation on supported Operating Systems.Possible cause: The Certificate Store is corrupted.Solution: Refer to the Windows Documentation on troubleshooting this.","Error"
"10817","The ConfigMgr Client rejected the site server signing certificate due to a revocation-related failure (%1).","Error"
"10818","The ConfigMgr Client rejected the site server signing certificate due to an expiration-related failure (%1).","Error"
"10819","The ConfigMgr Client rejected the site server signing certificate due to a trust-related failure (%1).","Error"
"10821","The ConfigMgr Client received policy that could not be verified. For more information see PolicyAgent.log on the client machine.","Error"
"10822","The ConfigMgr Client encountered a certificate for Management Point %1 that could not be verified.","Error"
"10900","Software Metering Agent encountered an error while collecting %1 data from WMI, error code %2. The Agent will not be able to generate the usage report in this cycle.","Error"
"10901","Software Metering Agent failed to create %1 usage data file, error code %2.","Error"
"10905","Software Metering Agent unable to open %1 rule file, error code %2.","Error"
"11001","Invalid client agent settings policy received.","Error"
"11002","Client agent settings policy is not trusted.","Error"
"11011","Invalid Software Distribution Policy received for Deployment %1 (Package %2).","Error"
"11012","Software Distribution Policy received for Deployment %1 (Package %2) is not trusted.","Error"
"11021","Invalid Package Location response received for Deployment %1 (Package %2).","Error"
"11032","Content download failed for package %1 (Deployment %2).","Error"
"11036","The program for Deployment %1 (Package %2) failed.  A non zero exit code of %3 was returned.","Error"
"11037","Downloaded content for package %1 (Deployment %2) but the package content's hash verification failed.","Error"
"11071","Hardware inventory failed.","Error"
"11073","Device Client failed to refresh site server signing certificate (SSSC).","Error"
"11081","Software inventory failed.","Error"
"11095","File collection failed.","Error"
"11101","The OS installation failed action %1 with exit code %2.","Error"
"11103","The OS installation failed to request distribution points from management point %1.","Error"
"11104","The OS installation failed because there are no distribution points available at this location.","Error"
"11105","The OS installation failed to connect to the distribution point %1.","Error"
"11121","The task sequence execution engine failed evaluating the condition for the group (%3). Error code %4.","Error"
"11126","The task sequence execution engine aborted execution for a failure in the group (%3).","Error"
"11129","The task sequence execution engine failed evaluating the condition for the action (%2) in the group (%3). Error code %4.","Error"
"11132","The task sequence execution engine failed to start the action (%2) in the group (%3) with the win32 error code %4.","Error"
"11135","The task sequence execution engine failed executing the action (%2) in the group (%3) with the error code %4Action output: %5%6%7%8.","Error"
"11137","The task sequence execution engine timeout in executing the action (%2) in the group (%3)Partial action output: %5%6%7%8.","Error"
"11139","The task sequence execution engine aborted execution for a failure of the action (%2) in the group (%3).","Error"
"11141","The task sequence execution engine failed execution of a task sequence.","Error"
"11169","Task sequence version is not supported.","Error"
"11170","The task sequence manager could not successfully complete execution of the task sequence. A failure exit code of %1 was returned.","Error"
"11200","Software updates evaluation failed: invalid syntax or value for the specified scheduled installation window (/l).Possible cause: Incorrect command line settings.Solution:  Review the program command line settings.  The valid range, in minutes, is from 5 minutes greater than the value of the timeout for unresponsive updates (/t) to a maximum of 8 hours.","Error"
"11201","Software updates evaluation failed: could not determine the deployment assignment schedule. This is needed to calculate the correct begin and end times for the specified scheduled installation window (/l).Possible cause: Incorrect deployment settings.Solution:  Verify that the deployment assignment schedule is correct and that users are not allowed to run the program independently of assignments.","Error"
"11202","Software updates evaluation failed: could not load software updates authorization list %1.Possible cause: authorization list not present or not valid.Solution:  Verify that the authorization list, %1, is present in the package source folder and is a valid authorization list.","Error"
"11203","Software updates evaluation failed: could not locate the scan component of the specified software update inventory tool.  The scan component deployment might not have run on the client computer.Possible cause: Incorrect package and program name in the Scan.ini file.Solution:  Verify that the package and program name specified in the scan.ini file are correct.Possible cause: Scan component was never run on client.Solution: Specify that the scan component is run in a program dependency of the software updates package. This will ensure that new client computers always run the scan component before software update installation is attempted.","Error"
"11204","Software updates evaluation failed: could not run the scan component of the specified software update inventory tool on the client computer.  The scan component program could not be found in the client cache or it returned failure status.Possible cause: The scan component was removed from the client cache.Solution:  Re-run the deployment for the scan component on the client computer.  This will update the cache and might fix the problem.Possible cause: Unknown scan component failure.Solution:  Review the status of the scan component of the specified software update inventory tool on this client.","Error"
"11205","Software updates evaluation failed: error loading Win32_PatchState class from WMI.Possible cause: This is most likely a transitory problem.Solution: None.","Error"
"11206","Software updates evaluation failed: error storing Win32_PatchState class into WMI.Possible cause: This is most likely a transitory problem.Solution:  None.","Error"
"11207","Software updates evaluation failed: unable to load resource file.Possible cause: file not present.Solution:  Verify that all files are present in the package and that distribution points have been successfully updated.","Error"
"11302","The software update failed to install.Possible cause: Typically such failures are the result of internal errors within the software update itself.Solution:  Review the log files generated by the software update on the client computer for additional details.Possible cause: The Software Updates Installation Agent was unable to start the software update installation program.Solution: Verify that the software update file is included in the package.Details: ID = %1, QNumbers = %2, Product = %3, Title = %4, Locale = %5, Executable = %6","Error"
"11306","The software update installation was not attempted due to a low disk space condition.Possible cause: This software update was estimated to require %7MB, however only %8MB was available.Solution:  Verify that enough disk space is available to install the updates.Details: ID = %1, QNumbers = %2, Product = %3, Title = %4, Locale = %5, Executable = %6","Error"
"11416","Failed to start Windows Update Agent on the client.","Error"
"11418","Software Updates Scan Agent has forcibly terminated the scan as it did not finish in the expected duration.","Error"
"11423","Software Updates Scan failed.","Error"
"11424","Software Update Scan - Update Source registration failed.","Error"
"11450","Synchronization component failed: Site Code is not specified. Type = %1.","Error"
"11451","Synchronization component failed: Package ID is not specified. Type = %1.","Error"
"11452","Synchronization component failed: ConfigMgr Site Name is not specified. Type = %1.","Error"
"11453","Synchronization component failed: package source folder is not specified. Type = %1.","Error"
"11454","Synchronization component failed: Unable to write to %2. Type = %1.Possible cause: Typically, this error results when the software update inventory tool synchronization component does not have network access to the package source folder for package ID %3.Solution:  To prevent this, keep the package source folder on the same computer as the synchronization component.","Error"
"11455","Synchronization component failed: Unable to read from %2. Type = %1.Possible cause: Typically, this error results when the software update inventory tool synchronization component does not have network access to the package source folder for package ID %3.Solution:  To prevent this, keep the package source folder on the same computer as the synchronization component.","Error"
